Instruments,Entry Timestamp,Entry Price,Exit Timestamp,Exit Price,Quantity,Lot Size,PnL per Lot,Cost per Lot,Net PnL per Lot,Exit Reason,Nearest Expiry Date,Days to Expiry,Expiry Day Flag,Month,Hold Time
"22700CE, 22750PE",2024-04-09 09:41:00,180.84050000000002,2024-04-09 11:12:00,175.2855,2,75,-416.6250000000007,27.126075,-443.7510750000006,Hold Time Exceeded,10APR24,1,False,2024-04,91.0
"22800CE, 22750PE",2024-04-09 09:44:00,126.957,2024-04-09 10:30:00,117.7155,2,75,-693.1125000000002,19.04355,-712.1560499999998,Stop Loss Hit,10APR24,1,False,2024-04,46.0
"22800CE, 22750PE",2024-04-09 10:31:00,116.3015,2024-04-09 12:02:00,107.6155,2,75,-651.45,17.445225,-668.895225,Stop Loss Hit,10APR24,1,False,2024-04,91.0
"22750CE, 22800PE",2024-04-09 11:37:00,160.48899999999998,2024-04-09 11:44:00,160.489,2,75,1.0658141036401503e-12,24.07335,-24.07334999999894,Trend Reversal,10APR24,1,False,2024-04,7.0
"22750CE, 22800PE",2024-04-09 12:02:00,158.772,2024-04-09 12:09:00,159.4285,2,75,49.2375000000016,23.815800000000003,25.42170000000158,Trend Reversal,10APR24,1,False,2024-04,7.0
"22700PE, 22750CE",2024-04-09 12:50:00,111.40299999999999,2024-04-09 14:21:00,112.0595,2,75,49.237499999999955,16.71045,32.52704999999992,Hold Time Exceeded,10APR24,1,False,2024-04,91.0
"22650PE, 22700CE",2024-04-09 14:47:00,102.01,2024-04-09 15:21:00,100.6465,2,75,-102.26250000000013,15.3015,-117.56400000000014,EOD,10APR24,1,False,2024-04,34.0
"22750CE, 22700PE",2024-04-10 09:28:00,86.00150000000001,2024-04-10 09:37:00,79.4365,2,75,-492.3750000000009,12.900225000000002,-505.2752250000009,Stop Loss Hit,10APR24,0,True,2024-04,9.0
"22700CE, 22700PE",2024-04-10 11:05:00,66.5085,2024-04-10 11:17:00,61.6605,2,75,363.60000000000076,9.976275000000001,353.6237250000007,RSI Oversold,10APR24,0,True,2024-04,12.0
"22700CE, 22750PE",2024-04-10 11:07:00,93.12200000000001,2024-04-10 12:15:00,85.2945,2,75,-587.0625000000009,13.968300000000003,-601.0308000000009,Stop Loss Hit,10APR24,0,True,2024-04,68.0
"22750CE, 22750PE",2024-04-10 13:23:00,57.266999999999996,2024-04-10 13:56:00,45.147,2,75,909.0,8.59005,900.40995,Profit Target Hit,10APR24,0,True,2024-04,33.0
"22750CE, 22800PE",2024-04-10 13:25:00,96.25300000000001,2024-04-10 13:53:00,97.6165,2,75,102.26249999999914,14.43795,87.82454999999914,Trend Reversal,10APR24,0,True,2024-04,28.0
"22750CE, 22800PE",2024-04-10 15:05:00,54.5905,2024-04-10 15:21:00,50.853500000000004,2,75,-280.2749999999998,8.188575,-288.46357499999976,EOD,10APR24,0,True,2024-04,16.0
"22750CE, 22700PE",2024-04-12 09:29:00,228.2095,2024-04-12 11:00:00,218.31150000000002,2,75,-742.3499999999997,34.231425,-776.5814249999994,Hold Time Exceeded,18APR24,6,False,2024-04,91.0
"22650PE, 22700CE",2024-04-12 10:03:00,223.2605,2024-04-12 11:05:00,216.1905,2,75,-530.2500000000006,33.489075,-563.7390750000006,Trend Reversal,18APR24,6,False,2024-04,62.0
"22700CE, 22700PE",2024-04-12 11:18:00,233.0575,2024-04-12 12:16:00,230.2295,2,75,212.10000000000127,34.958625000000005,177.1413750000013,RSI Oversold,18APR24,6,False,2024-04,58.0
"22700CE, 22750PE",2024-04-12 11:20:00,259.974,2024-04-12 12:51:00,291.789,2,75,2386.124999999999,38.9961,2347.128899999999,Hold Time Exceeded,18APR24,6,False,2024-04,91.0
"22750CE, 22700PE",2024-04-12 11:20:00,209.777,2024-04-12 12:51:00,241.188,2,75,2355.825,31.466550000000005,2324.3584499999997,Hold Time Exceeded,18APR24,6,False,2024-04,91.0
"22600PE, 22650CE",2024-04-12 12:53:00,219.17000000000002,2024-04-12 14:24:00,223.46249999999998,2,75,321.93750000000034,32.875499999999995,289.06200000000024,Hold Time Exceeded,18APR24,6,False,2024-04,91.0
"22550PE, 22600CE",2024-04-12 14:43:00,217.7055,2024-04-12 15:21:00,213.615,2,75,-306.78749999999934,32.65582499999999,-339.4433249999994,EOD,18APR24,6,False,2024-04,38.0
"22300PE, 22350CE",2024-04-15 09:50:00,231.79500000000002,2024-04-15 10:23:00,234.926,2,75,234.82500000000073,34.76925,200.05575000000044,Trend Reversal,18APR24,3,False,2024-04,33.0
"22400CE, 22350PE",2024-04-15 09:58:00,215.7865,2024-04-15 11:29:00,208.767,2,75,-526.4624999999995,32.367975,-558.8304749999995,Hold Time Exceeded,18APR24,3,False,2024-04,91.0
"22350CE, 22350PE",2024-04-15 09:58:00,246.3895,2024-04-15 11:09:00,249.67200000000003,2,75,-246.1875,36.958425,-283.14592500000003,RSI Oversold,18APR24,3,False,2024-04,71.0
"22400CE, 22450PE",2024-04-15 10:54:00,258.863,2024-04-15 11:42:00,249.6215,2,75,-693.1124999999992,38.829449999999994,-731.9419499999992,Trend Reversal,18APR24,3,False,2024-04,48.0
"22400CE, 22450PE",2024-04-15 12:19:00,244.8745,2024-04-15 13:50:00,237.1985,2,75,-575.7000000000012,36.73117500000001,-612.4311750000011,Hold Time Exceeded,18APR24,3,False,2024-04,91.0
"22450CE, 22400PE",2024-04-15 12:24:00,194.223,2024-04-15 13:55:00,187.9105,2,75,-473.4375,29.13345,-502.5709499999998,Hold Time Exceeded,18APR24,3,False,2024-04,91.0
"22350CE, 22350PE",2024-04-15 13:28:00,215.7865,2024-04-15 14:14:00,211.7465,2,75,303.00000000000045,32.367975,270.63202500000045,RSI Oversold,18APR24,3,False,2024-04,46.0
"22300PE, 22350CE",2024-04-15 14:39:00,187.05200000000002,2024-04-15 15:21:00,190.8395,2,75,284.06249999999955,28.0578,256.0046999999995,EOD,18APR24,3,False,2024-04,42.0
"22250CE, 22200PE",2024-04-16 09:28:00,170.1345,2024-04-16 09:54:00,156.651,2,75,-1011.2625000000005,25.520175000000002,-1036.7826750000004,Stop Loss Hit,18APR24,2,False,2024-04,26.0
"22200CE, 22250PE",2024-04-16 10:08:00,203.61599999999999,2024-04-16 10:13:00,202.6565,2,75,-71.96249999999827,30.5424,-102.50489999999826,Trend Reversal,18APR24,2,False,2024-04,5.0
"22250CE, 22200PE",2024-04-16 10:09:00,152.712,2024-04-16 10:59:00,141.5515,2,75,-837.0374999999999,22.9068,-859.9443,Stop Loss Hit,18APR24,2,False,2024-04,50.0
"22200CE, 22250PE",2024-04-16 10:34:00,196.142,2024-04-16 11:10:00,191.74849999999998,2,75,-329.5125000000014,29.421300000000002,-358.9338000000014,Trend Reversal,18APR24,2,False,2024-04,36.0
"22200CE, 22250PE",2024-04-16 11:24:00,188.8195,2024-04-16 12:55:00,209.878,2,75,1579.3874999999994,28.322924999999998,1551.064574999999,Hold Time Exceeded,18APR24,2,False,2024-04,91.0
"22200CE, 22200PE",2024-04-16 11:24:00,162.9635,2024-04-16 11:36:00,159.12550000000002,2,75,287.84999999999854,24.444525,263.40547499999855,RSI Oversold,18APR24,2,False,2024-04,12.0
"22150PE, 22200CE",2024-04-16 12:57:00,140.69299999999998,2024-04-16 13:06:00,144.1775,2,75,261.3375000000008,21.10395,240.23355000000072,Trend Reversal,18APR24,2,False,2024-04,9.0
"22100PE, 22150CE",2024-04-16 13:29:00,144.632,2024-04-16 14:19:00,133.522,2,75,-833.2500000000001,21.6948,-854.9448,Stop Loss Hit,18APR24,2,False,2024-04,50.0
"22150CE, 22150PE",2024-04-16 14:05:00,158.2165,2024-04-16 14:21:00,156.2975,2,75,143.92500000000086,23.732475000000004,120.19252500000084,RSI Oversold,18APR24,2,False,2024-04,16.0
"22150PE, 22200CE",2024-04-16 14:37:00,135.037,2024-04-16 14:44:00,136.047,2,75,75.74999999999986,20.25555,55.494449999999844,Trend Reversal,18APR24,2,False,2024-04,7.0
"22150PE, 22200CE",2024-04-16 15:05:00,138.3195,2024-04-16 15:12:00,127.3105,2,75,-825.6749999999997,20.747925,-846.4229249999997,Stop Loss Hit,18APR24,2,False,2024-04,7.0
"22150CE, 22150PE",2024-04-16 15:12:00,155.54000000000002,2024-04-16 15:21:00,163.014,2,75,-560.5499999999992,23.331,-583.8809999999992,EOD,18APR24,2,False,2024-04,9.0
"22150CE, 22200PE",2024-04-16 15:14:00,183.6685,2024-04-16 15:21:00,184.77949999999998,2,75,83.32500000000033,27.550275,55.774725000000274,EOD,18APR24,2,False,2024-04,7.0
"22200PE, 22250CE",2024-04-18 09:58:00,77.92150000000001,2024-04-18 10:00:00,71.8615,2,75,-454.5000000000002,11.688225000000001,-466.1882250000002,Stop Loss Hit,18APR24,0,True,2024-04,2.0
"22200CE, 22200PE",2024-04-18 10:37:00,83.0725,2024-04-18 10:50:00,86.05199999999999,2,75,-223.46249999999986,12.460875000000001,-235.92337499999996,RSI Oversold,18APR24,0,True,2024-04,13.0
"22200PE, 22250CE",2024-04-18 10:47:00,71.5585,2024-04-18 10:59:00,64.5895,2,75,-522.6750000000002,10.733775000000001,-533.4087750000002,Stop Loss Hit,18APR24,0,True,2024-04,12.0
"22200CE, 22200PE",2024-04-18 11:04:00,75.3965,2024-04-18 11:06:00,89.082,2,75,-1026.4125,11.309475,-1037.721975,Stop Loss Hit,18APR24,0,True,2024-04,2.0
"22250CE, 22300PE",2024-04-18 11:06:00,117.0085,2024-04-18 11:22:00,108.62550000000002,2,75,-628.7249999999992,17.551275,-646.2762749999993,Stop Loss Hit,18APR24,0,True,2024-04,16.0
"22300CE, 22250PE",2024-04-18 11:06:00,61.1555,2024-04-18 11:11:00,72.619,2,75,859.7624999999996,9.173325000000002,850.5891749999996,Profit Target Hit,18APR24,0,True,2024-04,5.0
"22250CE, 22250PE",2024-04-18 11:07:00,86.557,2024-04-18 11:11:00,99.88900000000001,2,75,-999.8999999999997,12.983550000000001,-1012.8835500000001,Stop Loss Hit,18APR24,0,True,2024-04,4.0
"22350CE, 22300PE",2024-04-18 11:12:00,72.6695,2024-04-18 11:59:00,60.903,2,75,-882.4875000000003,10.900425,-893.3879250000002,Stop Loss Hit,18APR24,0,True,2024-04,47.0
"22300CE, 22350PE",2024-04-18 11:48:00,119.5335,2024-04-18 12:01:00,110.4435,2,75,-681.7500000000002,17.930025,-699.6800250000003,Stop Loss Hit,18APR24,0,True,2024-04,13.0
"22300CE, 22300PE",2024-04-18 11:59:00,78.1235,2024-04-18 13:27:00,236.5925,2,75,-11885.175,11.718525,-11896.893525,Stop Loss Hit,18APR24,0,True,2024-04,88.0
"22350CE, 22300PE",2024-04-18 12:00:00,60.70099999999999,2024-04-18 12:21:00,55.449,2,75,-393.9000000000002,9.10515,-403.0051500000002,Stop Loss Hit,18APR24,0,True,2024-04,21.0
"22300CE, 22350PE",2024-04-18 12:02:00,111.302,2024-04-18 12:44:00,103.22200000000001,2,75,-606.0000000000005,16.6953,-622.6953000000005,Stop Loss Hit,18APR24,0,True,2024-04,42.0
"22350CE, 22300PE",2024-04-18 12:22:00,56.964,2024-04-18 12:44:00,52.823,2,75,-310.57500000000016,8.5446,-319.1196000000001,Stop Loss Hit,18APR24,0,True,2024-04,22.0
"22300CE, 22350PE",2024-04-18 12:45:00,100.394,2024-04-18 12:52:00,107.0095,2,75,496.1624999999998,15.0591,481.1033999999996,Trend Reversal,18APR24,0,True,2024-04,7.0
"22350CE, 22300PE",2024-04-18 12:46:00,51.560500000000005,2024-04-18 13:26:00,53.7825,2,75,166.64999999999992,7.734075,158.91592499999996,Signal Reversed,18APR24,0,True,2024-04,40.0
"22300CE, 22350PE",2024-04-18 13:22:00,101.404,2024-04-18 13:27:00,270.781,2,75,12703.275,15.210600000000003,12688.064400000003,Profit Target Hit,18APR24,0,True,2024-04,5.0
"22150CE, 22100PE",2024-04-18 13:27:00,185.1835,2024-04-18 13:28:00,216.89750000000004,2,75,2378.550000000001,27.777525,2350.772475000001,Profit Target Hit,18APR24,0,True,2024-04,1.0
"22250CE, 22200PE",2024-04-18 13:32:00,151.3485,2024-04-18 13:33:00,126.90650000000001,2,75,-1833.1499999999996,22.702275,-1855.8522749999997,Stop Loss Hit,18APR24,0,True,2024-04,1.0
"22250CE, 22200PE",2024-04-18 13:34:00,114.58449999999999,2024-04-18 13:38:00,191.092,2,75,5738.062500000001,17.187675,5720.874825000001,Profit Target Hit,18APR24,0,True,2024-04,4.0
"22100PE, 22150CE",2024-04-18 13:41:00,117.8165,2024-04-18 13:43:00,107.666,2,75,-761.2874999999995,17.672475,-778.959975,Stop Loss Hit,18APR24,0,True,2024-04,2.0
"21900CE, 21850PE",2024-04-19 09:30:00,336.83500000000004,2024-04-19 11:01:00,324.0585,2,75,-958.2375,50.52525,-1008.7627499999999,Hold Time Exceeded,25APR24,6,False,2024-04,91.0
"21850CE, 21900PE",2024-04-19 09:42:00,383.699,2024-04-19 09:49:00,379.4065,2,75,-321.93749999999704,57.554849999999995,-379.49234999999703,Trend Reversal,25APR24,6,False,2024-04,7.0
"21850PE, 21900CE",2024-04-19 11:01:00,324.0585,2024-04-19 11:07:00,324.2605,2,75,15.149999999999864,48.608775,-33.45877500000017,Trend Reversal,25APR24,6,False,2024-04,6.0
"21850CE, 21900PE",2024-04-19 11:18:00,372.2355,2024-04-19 12:49:00,413.3425,2,75,3083.0249999999974,55.835325,3027.189674999997,Hold Time Exceeded,25APR24,6,False,2024-04,91.0
"21950CE, 21900PE",2024-04-19 11:22:00,317.14,2024-04-19 12:53:00,348.652,2,75,2363.3999999999987,47.571,2315.828999999999,Hold Time Exceeded,25APR24,6,False,2024-04,91.0
"21900CE, 21900PE",2024-04-19 11:28:00,345.5715,2024-04-19 12:51:00,384.10299999999995,2,75,-2889.8624999999975,51.835725,-2941.6982249999974,Stop Loss Hit,25APR24,6,False,2024-04,83.0
"22050CE, 22100PE",2024-04-19 12:50:00,372.0335,2024-04-19 13:13:00,373.9525,2,75,143.9249999999987,55.805025,88.1199749999987,Trend Reversal,25APR24,6,False,2024-04,23.0
"22050CE, 22000PE",2024-04-19 12:54:00,323.0485,2024-04-19 14:25:00,327.39149999999995,2,75,325.724999999999,48.45727500000001,277.26772499999925,Hold Time Exceeded,25APR24,6,False,2024-04,91.0
"22050CE, 22100PE",2024-04-19 13:47:00,373.49800000000005,2024-04-19 14:42:00,367.438,2,75,-454.5000000000023,56.0247,-510.5247000000022,Trend Reversal,25APR24,6,False,2024-04,55.0
"22100CE, 22100PE",2024-04-19 13:50:00,343.4,2024-04-19 14:24:00,337.744,2,75,424.1999999999981,51.510000000000005,372.6899999999981,RSI Oversold,25APR24,6,False,2024-04,34.0
"22200CE, 22150PE",2024-04-19 14:26:00,304.2625,2024-04-19 15:21:00,291.9405,2,75,-924.1500000000012,45.639375,-969.7893750000012,EOD,25APR24,6,False,2024-04,55.0
"22150CE, 22200PE",2024-04-19 14:57:00,359.4085,2024-04-19 15:14:00,338.855,2,75,-1541.512499999999,53.911275,-1595.4237749999988,Trend Reversal,25APR24,6,False,2024-04,17.0
"22250PE, 22300CE",2024-04-22 09:56:00,246.5915,2024-04-22 10:09:00,246.0865,2,75,-37.87499999999861,36.988725,-74.8637249999986,Trend Reversal,25APR24,3,False,2024-04,13.0
"22300CE, 22250PE",2024-04-22 10:18:00,239.572,2024-04-22 11:49:00,232.906,2,75,-499.9499999999998,35.9358,-535.8858000000002,Hold Time Exceeded,25APR24,3,False,2024-04,91.0
"22250CE, 22300PE",2024-04-22 10:41:00,288.355,2024-04-22 12:12:00,283.91099999999994,2,75,-333.30000000000337,43.25325000000001,-376.5532500000031,Hold Time Exceeded,25APR24,3,False,2024-04,91.0
"22250CE, 22250PE",2024-04-22 10:42:00,259.8225,2024-04-22 12:12:00,261.59,2,75,-132.56249999999886,38.973375000000004,-171.5358749999989,RSI Oversold,25APR24,3,False,2024-04,90.0
"22350CE, 22300PE",2024-04-22 11:50:00,230.2295,2024-04-22 13:21:00,236.441,2,75,465.8625000000002,34.534425,431.3280750000006,Hold Time Exceeded,25APR24,3,False,2024-04,91.0
"22350CE, 22300PE",2024-04-22 13:38:00,232.3505,2024-04-22 14:41:00,215.1805,2,75,-1287.750000000001,34.852575,-1322.602575000001,Stop Loss Hit,25APR24,3,False,2024-04,63.0
"22300CE, 22350PE",2024-04-22 13:41:00,285.42600000000004,2024-04-22 14:13:00,275.98249999999996,2,75,-708.2625000000012,42.813900000000004,-751.0764000000013,Trend Reversal,25APR24,3,False,2024-04,32.0
"22300CE, 22350PE",2024-04-22 14:42:00,264.9735,2024-04-22 15:21:00,260.883,2,75,-306.78750000000036,39.746025,-346.5335250000003,EOD,25APR24,3,False,2024-04,39.0
"22350CE, 22300PE",2024-04-22 14:42:00,215.3825,2024-04-22 15:21:00,210.7365,2,75,-348.4500000000012,32.307375,-380.75737500000105,EOD,25APR24,3,False,2024-04,39.0
"22300CE, 22300PE",2024-04-22 14:43:00,241.13750000000002,2024-04-22 15:21:00,240.279,2,75,64.38750000000141,36.170625,28.216875000001437,EOD,25APR24,3,False,2024-04,38.0
"22400CE, 22450PE",2024-04-23 10:02:00,230.2295,2024-04-23 11:09:00,229.0175,2,75,-90.8999999999993,34.534425,-125.43442499999924,Trend Reversal,25APR24,2,False,2024-04,67.0
"22450CE, 22400PE",2024-04-23 10:04:00,177.5075,2024-04-23 11:35:00,167.3065,2,75,-765.0749999999996,26.626125000000002,-791.7011249999995,Hold Time Exceeded,25APR24,2,False,2024-04,91.0
"22400CE, 22400PE",2024-04-23 11:18:00,191.39499999999998,2024-04-23 12:45:00,182.3555,2,75,677.9625000000002,28.70925,649.2532500000002,RSI Oversold,25APR24,2,False,2024-04,87.0
"22400CE, 22450PE",2024-04-23 12:01:00,212.04950000000002,2024-04-23 13:32:00,206.9995,2,75,-378.7499999999998,31.807425000000002,-410.55742499999985,Hold Time Exceeded,25APR24,2,False,2024-04,91.0
"22450CE, 22400PE",2024-04-23 12:01:00,161.54950000000002,2024-04-23 13:32:00,156.348,2,75,-390.1125000000007,24.232425,-414.3449250000008,Hold Time Exceeded,25APR24,2,False,2024-04,91.0
"22400CE, 22400PE",2024-04-23 14:05:00,177.76,2024-04-23 14:34:00,175.7905,2,75,147.71250000000077,26.664,121.04850000000073,RSI Oversold,25APR24,2,False,2024-04,29.0
"22450CE, 22400PE",2024-04-23 14:19:00,151.7525,2024-04-23 15:21:00,160.2365,2,75,636.3,22.762875,613.5371250000003,EOD,25APR24,2,False,2024-04,62.0
"22400CE, 22450PE",2024-04-23 14:49:00,197.50549999999998,2024-04-23 15:21:00,210.63550000000004,2,75,984.7500000000007,29.625825,955.1241750000006,EOD,25APR24,2,False,2024-04,32.0
"22500CE, 22450PE",2024-04-24 09:48:00,125.2905,2024-04-24 10:55:00,116.251,2,75,-677.9624999999996,18.793574999999997,-696.7560749999996,Stop Loss Hit,25APR24,1,False,2024-04,67.0
"22450CE, 22450PE",2024-04-24 09:48:00,146.7025,2024-04-24 10:55:00,144.0765,2,75,196.9499999999996,22.005375,174.94462499999963,RSI Oversold,25APR24,1,False,2024-04,67.0
"22450CE, 22500PE",2024-04-24 09:50:00,175.235,2024-04-24 11:21:00,165.0845,2,75,-761.2875000000006,26.285249999999998,-787.5727500000003,Hold Time Exceeded,25APR24,1,False,2024-04,91.0
"22500CE, 22450PE",2024-04-24 10:56:00,116.4025,2024-04-24 12:27:00,110.393,2,75,-450.7124999999997,17.460375,-468.17287499999975,Hold Time Exceeded,25APR24,1,False,2024-04,91.0
"22450CE, 22500PE",2024-04-24 11:26:00,164.0745,2024-04-24 12:46:00,159.68099999999998,2,75,-329.51249999999925,24.611174999999996,-354.12367499999925,Trend Reversal,25APR24,1,False,2024-04,80.0
"22400PE, 22450CE",2024-04-24 14:48:00,103.0705,2024-04-24 15:13:00,96.60650000000001,2,75,-484.79999999999984,15.460574999999999,-500.2605749999999,Trend Reversal,25APR24,1,False,2024-04,25.0
"22400CE, 22350PE",2024-04-25 09:28:00,88.0215,2024-04-25 10:14:00,121.04849999999999,2,75,2477.025000000001,13.203225,2463.8217750000013,Profit Target Hit,25APR24,0,True,2024-04,46.0
"22350CE, 22350PE",2024-04-25 09:36:00,124.53299999999999,2024-04-25 10:14:00,158.51950000000002,2,75,-2548.9875000000006,18.679949999999998,-2567.667450000001,Stop Loss Hit,25APR24,0,True,2024-04,38.0
"22400CE, 22450PE",2024-04-25 09:41:00,146.955,2024-04-25 09:55:00,134.38049999999998,2,75,-943.0875000000001,22.04325,-965.13075,Stop Loss Hit,25APR24,0,True,2024-04,14.0
"22400CE, 22450PE",2024-04-25 09:56:00,135.94600000000003,2024-04-25 10:50:00,126.048,2,75,-742.3500000000013,20.391900000000007,-762.7419000000012,Stop Loss Hit,25APR24,0,True,2024-04,54.0
"22500CE, 22450PE",2024-04-25 10:15:00,92.51599999999999,2024-04-25 10:23:00,85.648,2,75,-515.099999999999,13.877399999999998,-528.9773999999991,Stop Loss Hit,25APR24,0,True,2024-04,8.0
"22450CE, 22450PE",2024-04-25 10:15:00,118.1195,2024-04-25 10:32:00,106.55499999999999,2,75,867.3375000000008,17.717925,849.6195750000007,RSI Oversold,25APR24,0,True,2024-04,17.0
"22500CE, 22450PE",2024-04-25 10:24:00,86.15299999999999,2024-04-25 10:52:00,102.81800000000001,2,75,1249.8750000000002,12.92295,1236.9520499999999,Profit Target Hit,25APR24,0,True,2024-04,28.0
"22400PE, 22450CE",2024-04-25 11:06:00,87.971,2024-04-25 11:07:00,77.92150000000001,2,75,-753.7124999999995,13.19565,-766.9081499999995,Stop Loss Hit,25APR24,0,True,2024-04,1.0
"22450CE, 22400PE",2024-04-25 11:08:00,81.6585,2024-04-25 12:39:00,81.4565,2,75,-15.149999999999864,12.248774999999998,-27.398774999999887,Hold Time Exceeded,25APR24,0,True,2024-04,91.0
"22400CE, 22400PE",2024-04-25 11:08:00,106.656,2024-04-25 12:08:00,95.041,2,75,871.1250000000013,15.9984,855.1266000000012,RSI Oversold,25APR24,0,True,2024-04,60.0
"22400CE, 22450PE",2024-04-25 11:08:00,132.613,2024-04-25 12:28:00,128.5225,2,75,-306.78750000000036,19.89195,-326.67945000000054,Trend Reversal,25APR24,0,True,2024-04,80.0
"22500CE, 22450PE",2024-04-25 13:00:00,111.80700000000002,2024-04-25 13:03:00,101.0505,2,75,-806.7374999999995,16.77105,-823.5085499999998,Stop Loss Hit,25APR24,0,True,2024-04,3.0
"22450CE, 22500PE",2024-04-25 13:00:00,161.095,2024-04-25 13:07:00,148.47,2,75,-946.875,24.164250000000003,-971.03925,Stop Loss Hit,25APR24,0,True,2024-04,7.0
"22450CE, 22450PE",2024-04-25 13:00:00,127.86600000000001,2024-04-25 13:32:00,114.231,2,75,1022.625000000001,19.1799,1003.4451000000009,RSI Oversold,25APR24,0,True,2024-04,32.0
"22500CE, 22450PE",2024-04-25 13:04:00,101.202,2024-04-25 13:14:00,91.8595,2,75,-700.6874999999995,15.180299999999999,-715.8677999999995,Stop Loss Hit,25APR24,0,True,2024-04,10.0
"22450CE, 22500PE",2024-04-25 13:08:00,147.30849999999998,2024-04-25 14:06:00,179.2245,2,75,2393.7000000000007,22.096275,2371.603725000001,Profit Target Hit,25APR24,0,True,2024-04,58.0
"22500CE, 22450PE",2024-04-25 13:15:00,93.425,2024-04-25 13:50:00,112.8675,2,75,1458.1875000000007,14.013750000000002,1444.1737500000006,Profit Target Hit,25APR24,0,True,2024-04,35.0
"22500CE, 22500PE",2024-04-25 13:45:00,115.29150000000001,2024-04-25 13:51:00,129.7345,2,75,-1083.2249999999997,17.293725000000002,-1100.5187249999997,Stop Loss Hit,25APR24,0,True,2024-04,6.0
"22550CE, 22500PE",2024-04-25 13:51:00,99.7375,2024-04-25 13:52:00,91.9605,2,75,-583.2749999999996,14.960625,-598.2356249999996,Stop Loss Hit,25APR24,0,True,2024-04,1.0
"22550CE, 22500PE",2024-04-25 13:53:00,91.809,2024-04-25 14:00:00,82.97149999999999,2,75,-662.812500000001,13.771350000000002,-676.583850000001,Stop Loss Hit,25APR24,0,True,2024-04,7.0
"22550CE, 22500PE",2024-04-25 14:01:00,82.214,2024-04-25 14:06:00,101.90899999999999,2,75,1477.1249999999998,12.3321,1464.7928999999992,Profit Target Hit,25APR24,0,True,2024-04,5.0
"22650CE, 22600PE",2024-04-25 14:07:00,82.5675,2024-04-25 14:08:00,75.1945,2,75,-552.9749999999999,12.385124999999999,-565.3601249999999,Stop Loss Hit,25APR24,0,True,2024-04,1.0
"22600CE, 22650PE",2024-04-25 14:07:00,133.52200000000002,2024-04-25 14:10:00,119.685,2,75,-1037.7750000000005,20.028300000000005,-1057.8033000000003,Stop Loss Hit,25APR24,0,True,2024-04,3.0
"22600CE, 22550PE",2024-04-25 14:09:00,82.4665,2024-04-25 14:14:00,74.33600000000001,2,75,-609.7874999999992,12.369975,-622.1574749999993,Stop Loss Hit,25APR24,0,True,2024-04,5.0
"22600CE, 22650PE",2024-04-25 14:11:00,120.291,2024-04-25 14:19:00,110.8475,2,75,-708.262499999999,18.04365,-726.3061499999991,Stop Loss Hit,25APR24,0,True,2024-04,8.0
"22600CE, 22550PE",2024-04-25 14:15:00,75.9015,2024-04-25 14:18:00,70.296,2,75,-420.41249999999945,11.385224999999998,-431.7977249999994,Stop Loss Hit,25APR24,0,True,2024-04,3.0
"22600CE, 22550PE",2024-04-25 14:19:00,68.22550000000001,2024-04-25 14:22:00,63.1755,2,75,-378.75000000000006,10.233825,-388.9838250000001,Stop Loss Hit,25APR24,0,True,2024-04,3.0
"22600CE, 22650PE",2024-04-25 14:21:00,105.1915,2024-04-25 14:24:00,96.152,2,75,-677.9625000000003,15.778725000000001,-693.7412250000002,Stop Loss Hit,25APR24,0,True,2024-04,3.0
"22650CE, 22600PE",2024-04-25 14:23:00,50.8535,2024-04-25 14:24:00,45.753,2,75,-382.53749999999997,7.628025000000001,-390.1655250000001,Stop Loss Hit,25APR24,0,True,2024-04,1.0
"22600CE, 22650PE",2024-04-25 14:25:00,96.85900000000001,2024-04-25 14:45:00,84.7895,2,75,-905.2124999999999,14.528850000000002,-919.7413499999998,Stop Loss Hit,25APR24,0,True,2024-04,20.0
"22650CE, 22600PE",2024-04-26 09:28:00,242.65249999999997,2024-04-26 10:59:00,249.5205,2,75,515.1000000000017,36.397875,478.7021250000016,Hold Time Exceeded,02MAY24,6,False,2024-04,91.0
"22550PE, 22600CE",2024-04-26 10:22:00,257.1965,2024-04-26 11:31:00,245.43,2,75,-882.4875000000017,38.579475,-921.0669750000015,Trend Reversal,02MAY24,6,False,2024-04,69.0
"22550CE, 22600PE",2024-04-26 11:47:00,294.51599999999996,2024-04-26 12:31:00,294.71799999999996,2,75,15.150000000000091,44.1774,-29.02740000000017,Trend Reversal,02MAY24,6,False,2024-04,44.0
"22500PE, 22550CE",2024-04-26 12:45:00,248.157,2024-04-26 13:53:00,245.1775,2,75,-223.4625000000001,37.22355,-260.6860499999998,Trend Reversal,02MAY24,6,False,2024-04,68.0
"22450PE, 22500CE",2024-04-26 14:09:00,242.9555,2024-04-26 15:21:00,236.59249999999997,2,75,-477.22500000000105,36.443325,-513.6683250000009,EOD,02MAY24,6,False,2024-04,72.0
"22450CE, 22450PE",2024-04-26 14:17:00,269.51849999999996,2024-04-26 14:30:00,267.65,2,75,140.13749999999754,40.427775,99.70972499999743,RSI Oversold,02MAY24,6,False,2024-04,13.0
"22550CE, 22500PE",2024-04-29 09:28:00,209.1205,2024-04-29 10:59:00,202.0,2,75,-534.0374999999995,31.368074999999997,-565.4055749999994,Hold Time Exceeded,02MAY24,3,False,2024-04,91.0
